Loan_ID,Customer_ID,Loan_Type,Loan_Amount,EMI_Amount,Start_Date,Tenure_Months
LN27948,CUST17948,Personal Loan,271854,7551.5,2023-01-25,36
LN27949,CUST17949,Credit Card,134397,11199.75,2024-01-15,12
LN27950,CUST17950,Consumer Durable,29693,2474.42,2023-11-01,12
LN27951,CUST17951,Personal Loan,472291,39357.58,2024-06-06,12
LN27952,CUST17952,Consumer Durable,25376,1409.78,2024-08-09,18
LN27953,CUST17953,Personal Loan,173205,7216.88,2023-09-06,24
LN27954,CUST17954,Credit Card,87226,7268.83,2024-11-13,12
LN27955,CUST17955,Personal Loan,166847,3475.98,2024-10-15,48
LN27956,CUST17956,Personal Loan,89334,2481.5,2024-10-27,36
LN27957,CUST17957,Credit Card,62119,5176.58,2023-07-09,12
LN27958,CUST17958,Credit Card,50774,4231.17,2024-01-24,12
LN27959,CUST17959,Credit Card,10518,876.5,2024-02-26,12
LN27960,CUST17960,Consumer Durable,56072,4672.67,2024-08-31,12
LN27961,CUST17961,Credit Card,93194,7766.17,2023-05-11,12
LN27962,CUST17962,Personal Loan,260615,7239.31,2024-01-10,36
LN27963,CUST17963,Personal Loan,99947,4164.46,2023-05-22,24
LN27964,CUST17964,Credit Card,20784,1732.0,2023-02-16,12
LN27965,CUST17965,Credit Card,66430,5535.83,2024-05-10,12
LN27966,CUST17966,Consumer Durable,139445,7746.94,2024-11-04,18
LN27967,CUST17967,Consumer Durable,16956,942.0,2023-10-29,18
LN27968,CUST17968,Consumer Durable,137319,11443.25,2023-09-10,12
LN27969,CUST17969,Consumer Durable,187870,15655.83,2024-11-19,12
LN27970,CUST17970,Consumer Durable,125449,6969.39,2023-05-29,18
LN27971,CUST17971,Credit Card,149856,12488.0,2024-08-02,12
LN27972,CUST17972,Credit Card,137362,11446.83,2024-11-28,12
LN27973,CUST17973,Personal Loan,216290,9012.08,2024-09-17,24
LN27974,CUST17974,Consumer Durable,102874,17145.67,2024-03-23,6
LN27975,CUST17975,Consumer Durable,20538,1141.0,2023-08-04,18
LN27976,CUST17976,Personal Loan,439405,36617.08,2023-01-05,12
LN27977,CUST17977,Consumer Durable,84836,4713.11,2024-11-28,18
LN27978,CUST17978,Credit Card,83177,6931.42,2023-12-16,12
LN27979,CUST17979,Consumer Durable,53116,8852.67,2023-10-13,6
LN27980,CUST17980,Personal Loan,210566,8773.58,2024-08-27,24
LN27981,CUST17981,Credit Card,78364,6530.33,2024-10-10,12
LN27982,CUST17982,Personal Loan,226361,6287.81,2024-03-07,36
LN27983,CUST17983,Personal Loan,301996,8388.78,2024-01-06,36
LN27984,CUST17984,Consumer Durable,60033,10005.5,2024-11-19,6
LN27985,CUST17985,Personal Loan,158480,6603.33,2024-08-07,24
LN27986,CUST17986,Credit Card,42338,3528.17,2024-07-11,12
LN27987,CUST17987,Consumer Durable,95330,7944.17,2023-10-13,12
LN27988,CUST17988,Personal Loan,407338,33944.83,2023-03-16,12
LN27989,CUST17989,Personal Loan,101773,2120.27,2024-06-11,48
LN27990,CUST17990,Personal Loan,320696,26724.67,2024-10-14,12
LN27991,CUST17991,Consumer Durable,175290,29215.0,2023-11-03,6
LN27992,CUST17992,Consumer Durable,54535,9089.17,2024-04-26,6
LN27993,CUST17993,Consumer Durable,84206,14034.33,2023-05-17,6
LN27994,CUST17994,Personal Loan,150119,6254.96,2023-02-02,24
LN27995,CUST17995,Consumer Durable,185377,15448.08,2023-05-20,12
LN27996,CUST17996,Credit Card,128436,10703.0,2023-06-16,12
LN27997,CUST17997,Personal Loan,193561,5376.69,2023-02-24,36
LN27998,CUST17998,Credit Card,35861,2988.42,2024-04-29,12
LN27999,CUST17999,Consumer Durable,84382,7031.83,2024-07-30,12
LN28000,CUST18000,Credit Card,95765,7980.42,2023-07-29,12
LN28001,CUST18001,Personal Loan,337824,28152.0,2024-06-28,12
LN28002,CUST18002,Consumer Durable,184337,10240.94,2023-06-28,18
LN28003,CUST18003,Consumer Durable,69713,11618.83,2023-01-12,6
LN28004,CUST18004,Personal Loan,265189,5524.77,2023-04-22,48
LN28005,CUST18005,Personal Loan,388411,8091.9,2024-08-20,48
LN28006,CUST18006,Consumer Durable,161563,26927.17,2024-06-12,6
LN28007,CUST18007,Credit Card,145144,12095.33,2023-09-11,12
LN28008,CUST18008,Credit Card,106410,8867.5,2024-05-29,12
LN28009,CUST18009,Consumer Durable,190360,31726.67,2024-05-07,6
LN28010,CUST18010,Consumer Durable,29478,1637.67,2023-08-17,18
LN28011,CUST18011,Personal Loan,364163,15173.46,2023-11-07,24
LN28012,CUST18012,Personal Loan,137441,11453.42,2024-01-11,12
LN28013,CUST18013,Personal Loan,356152,9893.11,2024-03-15,36
LN28014,CUST18014,Personal Loan,88268,1838.92,2024-02-23,48
LN28015,CUST18015,Personal Loan,289210,6025.21,2024-01-27,48
LN28016,CUST18016,Credit Card,128670,10722.5,2023-01-24,12
LN28017,CUST18017,Consumer Durable,63061,5255.08,2023-08-21,12
LN28018,CUST18018,Personal Loan,66327,2763.62,2024-09-30,24
LN28019,CUST18019,Personal Loan,148706,6196.08,2023-04-21,24
LN28020,CUST18020,Credit Card,94609,7884.08,2023-07-17,12
LN28021,CUST18021,Personal Loan,313881,8718.92,2024-01-01,36
LN28022,CUST18022,Personal Loan,376765,10465.69,2024-09-20,36
LN28023,CUST18023,Consumer Durable,80269,6689.08,2024-03-25,12
LN28024,CUST18024,Personal Loan,394565,8220.1,2024-04-11,48
LN28025,CUST18025,Credit Card,66552,5546.0,2023-09-16,12
LN28026,CUST18026,Credit Card,35162,2930.17,2024-02-13,12
LN28027,CUST18027,Consumer Durable,127552,7086.22,2023-02-08,18
LN28028,CUST18028,Consumer Durable,71565,11927.5,2023-11-16,6
LN28029,CUST18029,Personal Loan,272973,22747.75,2024-04-30,12
LN28030,CUST18030,Consumer Durable,66001,5500.08,2024-09-16,12
LN28031,CUST18031,Personal Loan,337153,9365.36,2023-05-04,36
LN28032,CUST18032,Credit Card,67657,5638.08,2024-08-16,12
LN28033,CUST18033,Consumer Durable,191119,15926.58,2023-10-05,12
LN28034,CUST18034,Personal Loan,235362,19613.5,2024-08-29,12
LN28035,CUST18035,Personal Loan,296291,8230.31,2024-10-13,36
LN28036,CUST18036,Personal Loan,109897,9158.08,2024-02-08,12
LN28037,CUST18037,Consumer Durable,75968,4220.44,2024-05-03,18
LN28038,CUST18038,Personal Loan,329562,27463.5,2024-06-11,12
LN28039,CUST18039,Credit Card,13803,1150.25,2024-03-18,12
LN28040,CUST18040,Consumer Durable,153795,25632.5,2023-05-24,6
LN28041,CUST18041,Personal Loan,323341,26945.08,2024-01-19,12
LN28042,CUST18042,Consumer Durable,43357,3613.08,2024-05-20,12
LN28043,CUST18043,Personal Loan,381762,15906.75,2023-12-18,24
LN28044,CUST18044,Credit Card,77921,6493.42,2024-06-22,12
LN28045,CUST18045,Personal Loan,329249,27437.42,2024-08-26,12
LN28046,CUST18046,Personal Loan,488265,10172.19,2024-11-20,48
LN28047,CUST18047,Credit Card,132921,11076.75,2024-02-15,12
LN28048,CUST18048,Credit Card,144280,12023.33,2024-01-21,12
LN28049,CUST18049,Credit Card,26525,2210.42,2024-06-23,12
LN28050,CUST18050,Credit Card,31599,2633.25,2024-10-21,12
LN28051,CUST18051,Consumer Durable,175516,29252.67,2024-02-13,6
LN28052,CUST18052,Consumer Durable,42677,2370.94,2024-02-26,18
LN28053,CUST18053,Personal Loan,491884,13663.44,2023-02-15,36
LN28054,CUST18054,Credit Card,62226,5185.5,2023-07-14,12
LN28055,CUST18055,Consumer Durable,169956,9442.0,2024-02-10,18
LN28056,CUST18056,Credit Card,126474,10539.5,2023-11-08,12
LN28057,CUST18057,Consumer Durable,162291,13524.25,2024-01-19,12
LN28058,CUST18058,Credit Card,10559,879.92,2023-04-25,12
LN28059,CUST18059,Personal Loan,272038,7556.61,2023-02-05,36
LN28060,CUST18060,Personal Loan,246986,20582.17,2024-02-23,12
LN28061,CUST18061,Personal Loan,244718,20393.17,2023-06-22,12
LN28062,CUST18062,Personal Loan,449343,9361.31,2023-11-13,48
LN28063,CUST18063,Consumer Durable,186698,15558.17,2023-03-10,12
LN28064,CUST18064,Personal Loan,358389,14932.88,2023-02-18,24
LN28065,CUST18065,Personal Loan,181774,3786.96,2023-04-20,48
LN28066,CUST18066,Credit Card,99079,8256.58,2023-12-11,12
LN28067,CUST18067,Consumer Durable,30910,2575.83,2023-03-06,12
LN28068,CUST18068,Personal Loan,245056,20421.33,2023-09-01,12
LN28069,CUST18069,Consumer Durable,146533,12211.08,2024-06-05,12
LN28070,CUST18070,Credit Card,111031,9252.58,2024-06-13,12
LN28071,CUST18071,Credit Card,71082,5923.5,2024-07-22,12
LN28072,CUST18072,Personal Loan,85502,7125.17,2023-01-05,12
LN28073,CUST18073,Credit Card,66172,5514.33,2023-12-31,12
LN28074,CUST18074,Personal Loan,480242,40020.17,2023-02-28,12
LN28075,CUST18075,Credit Card,101889,8490.75,2024-01-29,12
LN28076,CUST18076,Consumer Durable,198384,16532.0,2024-03-29,12
LN28077,CUST18077,Credit Card,147558,12296.5,2024-04-22,12
LN28078,CUST18078,Credit Card,102289,8524.08,2024-06-18,12
LN28079,CUST18079,Consumer Durable,107959,17993.17,2023-01-16,6
LN28080,CUST18080,Consumer Durable,122109,20351.5,2023-02-21,6
LN28081,CUST18081,Consumer Durable,144234,24039.0,2023-06-23,6
LN28082,CUST18082,Credit Card,23391,1949.25,2024-06-04,12
LN28083,CUST18083,Credit Card,47903,3991.92,2023-02-14,12
LN28084,CUST18084,Credit Card,51345,4278.75,2024-02-08,12
LN28085,CUST18085,Personal Loan,194854,8118.92,2024-06-18,24
LN28086,CUST18086,Personal Loan,275690,22974.17,2024-07-27,12
LN28087,CUST18087,Personal Loan,468965,13026.81,2024-09-07,36
LN28088,CUST18088,Personal Loan,437409,9112.69,2023-07-25,48
LN28089,CUST18089,Personal Loan,125369,3482.47,2024-07-08,36
LN28090,CUST18090,Consumer Durable,118856,6603.11,2023-08-13,18
LN28091,CUST18091,Personal Loan,96286,2005.96,2024-03-20,48
LN28092,CUST18092,Personal Loan,231751,19312.58,2024-09-27,12
LN28093,CUST18093,Consumer Durable,195121,16260.08,2023-06-19,12
LN28094,CUST18094,Consumer Durable,110912,6161.78,2023-07-04,18
LN28095,CUST18095,Credit Card,84901,7075.08,2023-09-26,12
LN28096,CUST18096,Personal Loan,310734,25894.5,2024-08-06,12
LN28097,CUST18097,Credit Card,143645,11970.42,2024-09-19,12
LN28098,CUST18098,Credit Card,143284,11940.33,2024-10-12,12
LN28099,CUST18099,Consumer Durable,62038,10339.67,2023-07-09,6
LN28100,CUST18100,Credit Card,65476,5456.33,2023-04-02,12
LN28101,CUST18101,Personal Loan,311097,25924.75,2024-01-09,12
LN28102,CUST18102,Credit Card,119115,9926.25,2023-05-30,12
LN28103,CUST18103,Consumer Durable,67511,5625.92,2024-09-19,12
LN28104,CUST18104,Personal Loan,92845,7737.08,2024-02-27,12
LN28105,CUST18105,Personal Loan,156812,6533.83,2024-02-27,24
LN28106,CUST18106,Personal Loan,274314,7619.83,2023-02-03,36
LN28107,CUST18107,Credit Card,95500,7958.33,2023-07-08,12
LN28108,CUST18108,Credit Card,33736,2811.33,2024-10-15,12
LN28109,CUST18109,Consumer Durable,58165,9694.17,2024-06-29,6
LN28110,CUST18110,Credit Card,67165,5597.08,2024-04-01,12
LN28111,CUST18111,Consumer Durable,89685,14947.5,2023-11-27,6
LN28112,CUST18112,Credit Card,143515,11959.58,2024-04-03,12
LN28113,CUST18113,Credit Card,47686,3973.83,2024-02-15,12
LN28114,CUST18114,Personal Loan,371001,10305.58,2024-03-14,36
LN28115,CUST18115,Consumer Durable,187077,31179.5,2024-05-25,6
LN28116,CUST18116,Consumer Durable,28407,1578.17,2024-09-27,18
LN28117,CUST18117,Consumer Durable,94856,15809.33,2023-11-04,6
LN28118,CUST18118,Credit Card,46978,3914.83,2024-05-11,12
LN28119,CUST18119,Consumer Durable,22942,1911.83,2023-06-06,12
LN28120,CUST18120,Personal Loan,84890,1768.54,2023-05-24,48
LN28121,CUST18121,Personal Loan,459172,9566.08,2024-07-03,48
LN28122,CUST18122,Consumer Durable,185089,30848.17,2023-08-27,6
LN28123,CUST18123,Consumer Durable,80378,6698.17,2023-10-23,12
LN28124,CUST18124,Consumer Durable,28341,4723.5,2024-09-13,6
LN28125,CUST18125,Personal Loan,279859,5830.4,2024-05-19,48
LN28126,CUST18126,Personal Loan,172399,7183.29,2024-11-25,24
LN28127,CUST18127,Personal Loan,263523,7320.08,2024-03-17,36
LN28128,CUST18128,Consumer Durable,35593,5932.17,2023-06-13,6
LN28129,CUST18129,Credit Card,88846,7403.83,2023-01-17,12
LN28130,CUST18130,Credit Card,28840,2403.33,2023-11-20,12
LN28131,CUST18131,Consumer Durable,81407,6783.92,2024-10-30,12
LN28132,CUST18132,Personal Loan,327591,9099.75,2024-06-30,36
LN28133,CUST18133,Consumer Durable,135180,7510.0,2024-04-27,18
LN28134,CUST18134,Credit Card,60475,5039.58,2023-09-30,12
LN28135,CUST18135,Credit Card,131537,10961.42,2024-04-19,12
LN28136,CUST18136,Consumer Durable,89394,14899.0,2023-04-08,6
LN28137,CUST18137,Credit Card,61243,5103.58,2024-04-05,12
LN28138,CUST18138,Credit Card,30992,2582.67,2024-01-18,12
LN28139,CUST18139,Personal Loan,170431,3550.65,2023-12-09,48
LN28140,CUST18140,Credit Card,25181,2098.42,2023-11-16,12
LN28141,CUST18141,Consumer Durable,50779,8463.17,2024-04-14,6
LN28142,CUST18142,Consumer Durable,122265,6792.5,2024-08-24,18
LN28143,CUST18143,Credit Card,142873,11906.08,2024-08-23,12
LN28144,CUST18144,Credit Card,10818,901.5,2023-02-01,12
LN28145,CUST18145,Consumer Durable,77385,12897.5,2023-04-04,6
LN28146,CUST18146,Personal Loan,424141,35345.08,2024-04-05,12
LN28147,CUST18147,Credit Card,13181,1098.42,2023-05-20,12
LN28148,CUST18148,Credit Card,54540,4545.0,2023-04-27,12
LN28149,CUST18149,Personal Loan,474062,19752.58,2023-05-18,24
LN28150,CUST18150,Credit Card,45682,3806.83,2023-03-02,12
LN28151,CUST18151,Personal Loan,194775,4057.81,2023-11-22,48
LN28152,CUST18152,Credit Card,128882,10740.17,2023-08-20,12
LN28153,CUST18153,Credit Card,100133,8344.42,2023-02-24,12
LN28154,CUST18154,Personal Loan,415525,11542.36,2024-06-12,36
LN28155,CUST18155,Personal Loan,459527,9573.48,2023-02-26,48
LN28156,CUST18156,Personal Loan,320732,8909.22,2024-04-04,36
LN28157,CUST18157,Credit Card,33601,2800.08,2023-09-05,12
LN28158,CUST18158,Credit Card,131190,10932.5,2023-07-12,12
LN28159,CUST18159,Consumer Durable,99113,16518.83,2024-08-25,6
LN28160,CUST18160,Consumer Durable,150826,12568.83,2023-04-30,12
LN28161,CUST18161,Personal Loan,77040,1605.0,2023-11-15,48
LN28162,CUST18162,Credit Card,59714,4976.17,2024-04-05,12
LN28163,CUST18163,Personal Loan,147979,4110.53,2023-01-05,36
LN28164,CUST18164,Credit Card,75064,6255.33,2023-08-28,12
LN28165,CUST18165,Personal Loan,238054,6612.61,2024-11-17,36
LN28166,CUST18166,Credit Card,100023,8335.25,2024-10-02,12
LN28167,CUST18167,Personal Loan,448363,9340.9,2023-10-30,48
LN28168,CUST18168,Personal Loan,147342,6139.25,2024-03-24,24
LN28169,CUST18169,Credit Card,63094,5257.83,2023-12-21,12
LN28170,CUST18170,Consumer Durable,48745,2708.06,2023-08-16,18
LN28171,CUST18171,Credit Card,98235,8186.25,2023-12-15,12
LN28172,CUST18172,Credit Card,100714,8392.83,2024-06-24,12
LN28173,CUST18173,Consumer Durable,87434,14572.33,2023-11-09,6
LN28174,CUST18174,Credit Card,48519,4043.25,2023-02-07,12
LN28175,CUST18175,Consumer Durable,145462,24243.67,2023-05-12,6
LN28176,CUST18176,Consumer Durable,143709,11975.75,2024-06-25,12
LN28177,CUST18177,Personal Loan,460389,12788.58,2023-05-05,36
LN28178,CUST18178,Credit Card,71442,5953.5,2023-09-17,12
LN28179,CUST18179,Consumer Durable,41301,3441.75,2023-07-27,12
LN28180,CUST18180,Personal Loan,216336,18028.0,2023-03-24,12
LN28181,CUST18181,Consumer Durable,152817,25469.5,2024-03-11,6
LN28182,CUST18182,Personal Loan,429029,11917.47,2023-02-28,36
LN28183,CUST18183,Credit Card,71579,5964.92,2023-12-07,12
LN28184,CUST18184,Credit Card,70014,5834.5,2024-03-12,12
LN28185,CUST18185,Consumer Durable,189084,15757.0,2024-05-30,12
LN28186,CUST18186,Credit Card,54608,4550.67,2024-05-09,12
LN28187,CUST18187,Credit Card,125761,10480.08,2023-12-28,12
LN28188,CUST18188,Consumer Durable,94688,5260.44,2024-05-25,18
LN28189,CUST18189,Consumer Durable,124216,20702.67,2023-03-17,6
LN28190,CUST18190,Personal Loan,379135,7898.65,2024-09-27,48
LN28191,CUST18191,Credit Card,64281,5356.75,2023-06-24,12
LN28192,CUST18192,Credit Card,92017,7668.08,2024-07-09,12
LN28193,CUST18193,Consumer Durable,94599,7883.25,2023-01-12,12
LN28194,CUST18194,Credit Card,54073,4506.08,2024-02-12,12
LN28195,CUST18195,Personal Loan,438707,18279.46,2023-10-26,24
LN28196,CUST18196,Credit Card,145270,12105.83,2023-07-28,12
LN28197,CUST18197,Consumer Durable,146071,24345.17,2024-05-08,6
LN28198,CUST18198,Credit Card,15413,1284.42,2023-06-01,12
LN28199,CUST18199,Credit Card,60018,5001.5,2024-01-04,12
LN28200,CUST18200,Personal Loan,272439,7567.75,2023-04-04,36
LN28201,CUST18201,Personal Loan,98074,2043.21,2024-11-22,48
LN28202,CUST18202,Personal Loan,88719,7393.25,2024-06-05,12
LN28203,CUST18203,Credit Card,93716,7809.67,2023-04-23,12
LN28204,CUST18204,Credit Card,114339,9528.25,2023-08-25,12
LN28205,CUST18205,Personal Loan,357014,29751.17,2023-10-12,12
LN28206,CUST18206,Credit Card,66153,5512.75,2024-10-24,12
LN28207,CUST18207,Credit Card,46280,3856.67,2023-04-06,12
LN28208,CUST18208,Personal Loan,55949,1554.14,2024-01-07,36
LN28209,CUST18209,Consumer Durable,187951,15662.58,2024-06-05,12
LN28210,CUST18210,Personal Loan,494758,10307.46,2023-07-08,48
LN28211,CUST18211,Consumer Durable,142063,11838.58,2024-09-12,12
LN28212,CUST18212,Consumer Durable,135445,7524.72,2024-03-06,18
LN28213,CUST18213,Personal Loan,373321,15555.04,2023-04-07,24
LN28214,CUST18214,Credit Card,117405,9783.75,2023-07-06,12
LN28215,CUST18215,Personal Loan,187806,3912.62,2023-12-09,48
LN28216,CUST18216,Credit Card,86874,7239.5,2024-08-18,12
LN28217,CUST18217,Consumer Durable,48082,4006.83,2024-01-30,12
LN28218,CUST18218,Personal Loan,379780,15824.17,2024-05-18,24
LN28219,CUST18219,Credit Card,41660,3471.67,2023-10-10,12
LN28220,CUST18220,Consumer Durable,57745,9624.17,2024-06-28,6
LN28221,CUST18221,Consumer Durable,111476,6193.11,2024-08-01,18
LN28222,CUST18222,Credit Card,139497,11624.75,2023-08-09,12
LN28223,CUST18223,Consumer Durable,160940,13411.67,2023-07-09,12
LN28224,CUST18224,Credit Card,119003,9916.92,2023-10-22,12
LN28225,CUST18225,Personal Loan,468651,39054.25,2023-09-23,12
LN28226,CUST18226,Credit Card,148775,12397.92,2023-02-14,12
LN28227,CUST18227,Personal Loan,272605,7572.36,2024-07-25,36
LN28228,CUST18228,Credit Card,84986,7082.17,2024-06-14,12
LN28229,CUST18229,Credit Card,74303,6191.92,2023-12-27,12
LN28230,CUST18230,Consumer Durable,157751,13145.92,2024-08-17,12
LN28231,CUST18231,Consumer Durable,30990,1721.67,2024-04-27,18
LN28232,CUST18232,Personal Loan,118165,4923.54,2024-02-29,24
LN28233,CUST18233,Personal Loan,495743,13770.64,2024-06-05,36
LN28234,CUST18234,Personal Loan,178334,7430.58,2023-09-05,24
LN28235,CUST18235,Consumer Durable,84605,4700.28,2023-07-12,18
LN28236,CUST18236,Personal Loan,115542,9628.5,2024-03-15,12
LN28237,CUST18237,Personal Loan,324985,27082.08,2024-09-13,12
LN28238,CUST18238,Personal Loan,362753,7557.35,2023-11-14,48
LN28239,CUST18239,Consumer Durable,109538,6085.44,2023-10-04,18
LN28240,CUST18240,Credit Card,75110,6259.17,2024-06-05,12
LN28241,CUST18241,Personal Loan,136769,11397.42,2024-10-21,12
LN28242,CUST18242,Consumer Durable,74025,6168.75,2023-03-26,12
LN28243,CUST18243,Personal Loan,347862,28988.5,2023-02-25,12
LN28244,CUST18244,Consumer Durable,91291,15215.17,2023-11-03,6
LN28245,CUST18245,Consumer Durable,165396,9188.67,2023-03-05,18
LN28246,CUST18246,Credit Card,134819,11234.92,2024-07-07,12
LN28247,CUST18247,Credit Card,20508,1709.0,2023-07-15,12
LN28248,CUST18248,Consumer Durable,176793,9821.83,2023-07-17,18
LN28249,CUST18249,Personal Loan,298367,6215.98,2023-03-14,48
LN28250,CUST18250,Personal Loan,269133,5606.94,2024-09-14,48
LN28251,CUST18251,Personal Loan,221796,18483.0,2024-06-15,12
LN28252,CUST18252,Personal Loan,448156,18673.17,2023-05-04,24
LN28253,CUST18253,Credit Card,63770,5314.17,2023-03-24,12
LN28254,CUST18254,Consumer Durable,15427,1285.58,2023-12-06,12
LN28255,CUST18255,Personal Loan,440841,12245.58,2024-04-28,36
LN28256,CUST18256,Consumer Durable,179986,14998.83,2023-10-08,12
LN28257,CUST18257,Consumer Durable,131158,10929.83,2023-12-06,12
LN28258,CUST18258,Consumer Durable,151346,12612.17,2024-06-11,12
LN28259,CUST18259,Personal Loan,235103,9795.96,2023-08-08,24
LN28260,CUST18260,Consumer Durable,133670,11139.17,2023-05-11,12
LN28261,CUST18261,Personal Loan,196228,16352.33,2023-06-04,12
LN28262,CUST18262,Personal Loan,452966,18873.58,2024-07-14,24
LN28263,CUST18263,Personal Loan,334089,6960.19,2024-11-23,48
LN28264,CUST18264,Personal Loan,135571,3765.86,2023-05-16,36
LN28265,CUST18265,Personal Loan,269131,7475.86,2024-01-04,36
LN28266,CUST18266,Personal Loan,110318,2298.29,2023-06-25,48
LN28267,CUST18267,Consumer Durable,26001,1444.5,2023-02-16,18
LN28268,CUST18268,Consumer Durable,184373,15364.42,2024-02-02,12
LN28269,CUST18269,Credit Card,91511,7625.92,2023-02-19,12
LN28270,CUST18270,Consumer Durable,94999,15833.17,2023-10-23,6
LN28271,CUST18271,Credit Card,59640,4970.0,2023-04-11,12
LN28272,CUST18272,Personal Loan,198263,4130.48,2024-08-23,48
LN28273,CUST18273,Credit Card,99318,8276.5,2023-04-15,12
LN28274,CUST18274,Personal Loan,387739,32311.58,2023-06-25,12
LN28275,CUST18275,Personal Loan,65041,5420.08,2023-01-25,12
LN28276,CUST18276,Consumer Durable,57029,9504.83,2024-05-19,6
LN28277,CUST18277,Credit Card,88075,7339.58,2023-02-04,12
LN28278,CUST18278,Credit Card,133677,11139.75,2024-02-05,12
LN28279,CUST18279,Personal Loan,115030,2396.46,2024-02-20,48
LN28280,CUST18280,Credit Card,39043,3253.58,2024-05-17,12
LN28281,CUST18281,Credit Card,132057,11004.75,2024-06-01,12
LN28282,CUST18282,Consumer Durable,173071,14422.58,2024-04-28,12
LN28283,CUST18283,Credit Card,33925,2827.08,2024-08-18,12
LN28284,CUST18284,Credit Card,135026,11252.17,2023-09-02,12
LN28285,CUST18285,Credit Card,52812,4401.0,2024-10-28,12
LN28286,CUST18286,Personal Loan,225508,9396.17,2024-07-02,24
LN28287,CUST18287,Consumer Durable,44898,7483.0,2023-12-15,6
LN28288,CUST18288,Personal Loan,461211,19217.12,2023-08-05,24
LN28289,CUST18289,Consumer Durable,31304,5217.33,2024-01-03,6
LN28290,CUST18290,Credit Card,29399,2449.92,2024-02-05,12
LN28291,CUST18291,Credit Card,41802,3483.5,2023-05-24,12
LN28292,CUST18292,Credit Card,74189,6182.42,2023-07-18,12
LN28293,CUST18293,Personal Loan,195783,4078.81,2024-07-06,48
LN28294,CUST18294,Consumer Durable,19699,3283.17,2024-11-06,6
LN28295,CUST18295,Credit Card,52750,4395.83,2024-08-07,12
LN28296,CUST18296,Personal Loan,356926,29743.83,2024-02-10,12
LN28297,CUST18297,Credit Card,92136,7678.0,2024-04-08,12
LN28298,CUST18298,Consumer Durable,182722,10151.22,2023-03-21,18
LN28299,CUST18299,Personal Loan,454367,9465.98,2024-03-19,48
LN28300,CUST18300,Consumer Durable,180467,30077.83,2023-12-22,6
LN28301,CUST18301,Credit Card,66758,5563.17,2023-03-26,12
LN28302,CUST18302,Credit Card,84022,7001.83,2024-10-31,12
LN28303,CUST18303,Consumer Durable,174777,14564.75,2024-06-21,12
LN28304,CUST18304,Consumer Durable,90606,15101.0,2024-10-02,6
LN28305,CUST18305,Credit Card,52377,4364.75,2024-03-19,12
LN28306,CUST18306,Credit Card,25322,2110.17,2023-02-05,12
LN28307,CUST18307,Credit Card,102299,8524.92,2023-06-21,12
LN28308,CUST18308,Consumer Durable,105890,17648.33,2024-11-29,6
LN28309,CUST18309,Personal Loan,85781,7148.42,2024-08-23,12
LN28310,CUST18310,Credit Card,92420,7701.67,2023-03-16,12
LN28311,CUST18311,Consumer Durable,141094,23515.67,2023-11-30,6
LN28312,CUST18312,Consumer Durable,133873,22312.17,2024-07-23,6
LN28313,CUST18313,Personal Loan,422901,8810.44,2024-08-18,48
LN28314,CUST18314,Credit Card,138636,11553.0,2024-11-03,12
LN28315,CUST18315,Credit Card,99341,8278.42,2023-06-26,12
LN28316,CUST18316,Credit Card,12811,1067.58,2023-08-25,12
LN28317,CUST18317,Credit Card,137188,11432.33,2023-08-11,12
LN28318,CUST18318,Credit Card,92545,7712.08,2024-07-03,12
LN28319,CUST18319,Personal Loan,258928,10788.67,2024-10-11,24
LN28320,CUST18320,Credit Card,50566,4213.83,2023-01-04,12
LN28321,CUST18321,Credit Card,42791,3565.92,2024-01-09,12
LN28322,CUST18322,Personal Loan,84452,3518.83,2024-06-25,24
LN28323,CUST18323,Consumer Durable,198530,33088.33,2024-10-05,6
LN28324,CUST18324,Consumer Durable,36737,6122.83,2023-11-24,6
LN28325,CUST18325,Credit Card,50513,4209.42,2024-10-23,12
LN28326,CUST18326,Credit Card,29346,2445.5,2024-07-01,12
LN28327,CUST18327,Credit Card,132663,11055.25,2024-11-24,12
LN28328,CUST18328,Consumer Durable,95784,7982.0,2023-09-19,12
LN28329,CUST18329,Consumer Durable,43484,7247.33,2024-09-11,6
LN28330,CUST18330,Credit Card,140464,11705.33,2023-04-01,12
LN28331,CUST18331,Personal Loan,207397,5761.03,2024-07-21,36
LN28332,CUST18332,Consumer Durable,70389,5865.75,2023-04-24,12
LN28333,CUST18333,Consumer Durable,158094,8783.0,2023-08-22,18
LN28334,CUST18334,Credit Card,136085,11340.42,2023-05-09,12
LN28335,CUST18335,Personal Loan,377602,31466.83,2023-02-09,12
LN28336,CUST18336,Consumer Durable,56362,3131.22,2023-07-08,18
LN28337,CUST18337,Personal Loan,203420,16951.67,2024-01-07,12
LN28338,CUST18338,Personal Loan,270963,7526.75,2024-08-26,36
LN28339,CUST18339,Credit Card,108603,9050.25,2023-10-18,12
LN28340,CUST18340,Personal Loan,408979,34081.58,2023-09-08,12
LN28341,CUST18341,Credit Card,52128,4344.0,2023-06-24,12
LN28342,CUST18342,Credit Card,89579,7464.92,2023-01-14,12
LN28343,CUST18343,Credit Card,95982,7998.5,2023-11-19,12
LN28344,CUST18344,Consumer Durable,145258,8069.89,2023-04-26,18
LN28345,CUST18345,Credit Card,103965,8663.75,2024-02-22,12
LN28346,CUST18346,Consumer Durable,132481,7360.06,2024-10-16,18
