Loan_ID,Agent_ID,Report_Month,Outstanding_Amount,Days_Past_Due,Missed_EMIs,Contact_Response,Recovery_Status,Amount_Recovered
LN29200,AGT116,2026-03-01,1074.3,0,0,No Answer,Paid,1074.3
LN29201,AGT173,2026-03-01,57623.89,90,4,Promise To Pay,Partial,17287.17
LN29202,AGT100,2026-03-01,19523.91,30,2,Promise To Pay,Partial,5857.17
LN29203,AGT141,2026-03-01,28650.57,0,0,Responsive,Paid,28650.57
LN29204,AGT110,2026-03-01,10491.46,15,1,Promise To Pay,Partial,3147.44
LN29205,AGT106,2026-03-01,38126.86,30,2,Promise To Pay,Partial,11438.06
LN29206,AGT114,2026-03-01,6350.4,0,0,No Answer,Paid,6350.4
LN29207,AGT165,2026-03-01,90385.27,30,2,No Answer,Unpaid,0.0
LN29208,AGT149,2026-03-01,4637.19,0,0,No Answer,Paid,4637.19
LN29209,AGT171,2026-03-01,35963.98,0,0,Responsive,Paid,35963.98
LN29210,AGT112,2026-03-01,33462.03,30,2,Promise To Pay,Partial,10038.61
LN29211,AGT123,2026-03-01,12962.43,0,0,No Answer,Paid,12962.43
LN29212,AGT168,2026-03-01,25128.47,90,4,No Answer,Unpaid,0.0
LN29213,AGT143,2026-03-01,4400.99,0,0,Promise To Pay,Paid,4400.99
LN29214,AGT166,2026-03-01,5874.66,0,0,No Answer,Paid,5874.66
LN29215,AGT118,2026-03-01,30394.01,90,4,No Answer,Unpaid,0.0
LN29216,AGT158,2026-03-01,22304.82,0,0,Responsive,Paid,22304.82
LN29217,AGT124,2026-03-01,29500.67,60,3,Promise To Pay,Partial,8850.2
LN29218,AGT118,2026-03-01,69798.42,30,2,No Answer,Unpaid,0.0
LN29219,AGT123,2026-03-01,4027.43,0,0,Promise To Pay,Paid,4027.43
LN29220,AGT109,2026-03-01,7781.29,0,0,Promise To Pay,Paid,7781.29
LN29221,AGT112,2026-03-01,6554.18,15,1,Responsive,Partial,3277.09
LN29222,AGT159,2026-03-01,15965.71,0,0,Responsive,Paid,15965.71
LN29223,AGT153,2026-03-01,12580.73,0,0,Promise To Pay,Paid,12580.73
LN29224,AGT152,2026-03-01,32097.56,90,4,Promise To Pay,Partial,9629.27
LN29225,AGT109,2026-03-01,14288.03,0,0,No Answer,Paid,14288.03
LN29226,AGT168,2026-03-01,8913.56,0,0,No Answer,Paid,8913.56
LN29227,AGT168,2026-03-01,13661.06,60,3,Promise To Pay,Partial,4098.32
LN29228,AGT154,2026-03-01,6373.65,15,1,Promise To Pay,Partial,1912.09
LN29229,AGT116,2026-03-01,2596.01,0,0,No Answer,Paid,2596.01
LN29230,AGT141,2026-03-01,16651.89,0,0,No Answer,Paid,16651.89
LN29231,AGT142,2026-03-01,12235.8,15,1,Responsive,Partial,6117.9
LN29232,AGT106,2026-03-01,38690.94,90,4,Promise To Pay,Partial,11607.28
LN29233,AGT161,2026-03-01,34284.63,90,4,No Answer,Unpaid,0.0
LN29234,AGT118,2026-03-01,3583.5,0,0,No Answer,Paid,3583.5
LN29235,AGT114,2026-03-01,11263.99,0,0,No Answer,Paid,11263.99
LN29236,AGT166,2026-03-01,3696.04,0,0,Responsive,Paid,3696.04
LN29237,AGT165,2026-03-01,2678.3,15,1,Promise To Pay,Partial,803.49
LN29238,AGT135,2026-03-01,747.35,15,1,Promise To Pay,Partial,224.21
LN29239,AGT165,2026-03-01,7871.81,15,1,Responsive,Partial,3935.91
LN29240,AGT139,2026-03-01,37952.01,30,2,Responsive,Partial,18976.01
LN29241,AGT144,2026-03-01,2248.73,0,0,Responsive,Paid,2248.73
LN29242,AGT144,2026-03-01,52426.8,30,2,Responsive,Paid,52426.8
LN29243,AGT114,2026-03-01,30356.66,0,0,Responsive,Paid,30356.66
LN29244,AGT127,2026-03-01,14426.32,0,0,No Answer,Paid,14426.32
LN29245,AGT114,2026-03-01,30059.05,60,3,Responsive,Paid,30059.05
LN29246,AGT167,2026-03-01,3219.69,0,0,Responsive,Paid,3219.69
LN29247,AGT140,2026-03-01,33109.53,15,1,Responsive,Paid,33109.53
LN29248,AGT101,2026-03-01,24849.61,0,0,No Answer,Paid,24849.61
LN29249,AGT138,2026-03-01,4915.39,0,0,No Answer,Paid,4915.39
LN29250,AGT116,2026-03-01,22443.11,0,0,Responsive,Paid,22443.11
LN29251,AGT130,2026-03-01,22450.07,30,2,Responsive,Partial,11225.03
LN29252,AGT144,2026-03-01,9929.56,0,0,Responsive,Paid,9929.56
LN29253,AGT128,2026-03-01,14791.41,30,2,Promise To Pay,Partial,4437.42
LN29254,AGT152,2026-03-01,29439.25,0,0,Promise To Pay,Paid,29439.25
LN29255,AGT120,2026-03-01,7056.29,0,0,Responsive,Paid,7056.29
LN29256,AGT154,2026-03-01,17483.18,0,0,No Answer,Paid,17483.18
LN29257,AGT131,2026-03-01,16563.56,90,4,No Answer,Unpaid,0.0
LN29258,AGT121,2026-03-01,30198.73,60,3,Responsive,Paid,30198.73
LN29259,AGT167,2026-03-01,29581.16,0,0,Responsive,Paid,29581.16
LN29260,AGT131,2026-03-01,32229.1,0,0,Promise To Pay,Paid,32229.1
LN29261,AGT162,2026-03-01,14314.05,90,4,Promise To Pay,Partial,4294.21
LN29262,AGT147,2026-03-01,12486.26,0,0,Responsive,Paid,12486.26
LN29263,AGT133,2026-03-01,33343.11,0,0,Responsive,Paid,33343.11
LN29264,AGT161,2026-03-01,8150.38,0,0,Responsive,Paid,8150.38
LN29265,AGT100,2026-03-01,7294.02,60,3,Promise To Pay,Partial,2188.21
LN29266,AGT153,2026-03-01,37517.5,30,2,No Answer,Unpaid,0.0
LN29267,AGT122,2026-03-01,4041.25,15,1,No Answer,Unpaid,0.0
LN29268,AGT130,2026-03-01,11150.69,30,2,No Answer,Unpaid,0.0
LN29269,AGT117,2026-03-01,11876.71,15,1,No Answer,Unpaid,0.0
LN29270,AGT111,2026-03-01,11445.66,0,0,No Answer,Paid,11445.66
LN29271,AGT133,2026-03-01,9653.94,30,2,Responsive,Partial,4826.97
LN29272,AGT171,2026-03-01,45957.97,90,4,No Answer,Unpaid,0.0
LN29273,AGT100,2026-03-01,7292.61,0,0,Promise To Pay,Paid,7292.61
LN29274,AGT166,2026-03-01,104946.76,90,4,Promise To Pay,Partial,31484.03
LN29275,AGT126,2026-03-01,21981.44,60,3,Responsive,Paid,21981.44
LN29276,AGT154,2026-03-01,14013.96,0,0,No Answer,Paid,14013.96
LN29277,AGT127,2026-03-01,10421.31,0,0,No Answer,Paid,10421.31
LN29278,AGT173,2026-03-01,13790.39,90,4,Responsive,Paid,13790.39
LN29279,AGT122,2026-03-01,51754.19,60,3,Responsive,Partial,25877.1
LN29280,AGT168,2026-03-01,112134.15,90,4,Promise To Pay,Partial,33640.24
LN29281,AGT140,2026-03-01,4965.46,0,0,Promise To Pay,Paid,4965.46
LN29282,AGT152,2026-03-01,13137.27,90,4,Responsive,Partial,6568.64
LN29283,AGT135,2026-03-01,115675.46,90,4,Responsive,Partial,57837.73
LN29284,AGT132,2026-03-01,5412.48,0,0,No Answer,Paid,5412.48
LN29285,AGT124,2026-03-01,7481.71,0,0,Promise To Pay,Paid,7481.71
LN29286,AGT166,2026-03-01,11515.38,0,0,Promise To Pay,Paid,11515.38
LN29287,AGT112,2026-03-01,26359.2,90,4,Responsive,Partial,13179.6
LN29288,AGT106,2026-03-01,41666.65,30,2,Responsive,Paid,41666.65
LN29289,AGT138,2026-03-01,12460.72,0,0,Responsive,Paid,12460.72
LN29290,AGT156,2026-03-01,8265.58,15,1,No Answer,Unpaid,0.0
LN29291,AGT136,2026-03-01,14898.56,0,0,No Answer,Paid,14898.56
LN29292,AGT145,2026-03-01,16753.95,60,3,Promise To Pay,Partial,5026.19
LN29293,AGT131,2026-03-01,43627.7,60,3,Responsive,Partial,21813.85
LN29294,AGT167,2026-03-01,23802.21,30,2,Responsive,Paid,23802.21
LN29295,AGT139,2026-03-01,13966.85,0,0,Responsive,Paid,13966.85
LN29296,AGT132,2026-03-01,10775.18,60,3,Responsive,Paid,10775.18
LN29297,AGT157,2026-03-01,14879.86,0,0,No Answer,Paid,14879.86
LN29298,AGT144,2026-03-01,160400.84,90,4,Responsive,Partial,80200.42
LN29299,AGT115,2026-03-01,6779.57,15,1,No Answer,Unpaid,0.0
LN29300,AGT157,2026-03-01,20061.57,15,1,Promise To Pay,Partial,6018.47
LN29301,AGT157,2026-03-01,4747.78,0,0,Responsive,Paid,4747.78
LN29302,AGT104,2026-03-01,1641.4,0,0,Promise To Pay,Paid,1641.4
LN29303,AGT126,2026-03-01,2103.94,0,0,Promise To Pay,Paid,2103.94
LN29304,AGT125,2026-03-01,4580.98,15,1,Responsive,Partial,2290.49
LN29305,AGT115,2026-03-01,4502.35,0,0,No Answer,Paid,4502.35
LN29306,AGT172,2026-03-01,1515.02,0,0,No Answer,Paid,1515.02
LN29307,AGT113,2026-03-01,6224.73,60,3,Promise To Pay,Partial,1867.42
LN29308,AGT153,2026-03-01,34501.19,90,4,Responsive,Paid,34501.19
LN29309,AGT163,2026-03-01,5491.2,30,2,No Answer,Unpaid,0.0
LN29310,AGT133,2026-03-01,110240.78,90,4,Promise To Pay,Partial,33072.23
LN29311,AGT138,2026-03-01,11670.05,90,4,Responsive,Paid,11670.05
LN29312,AGT113,2026-03-01,13305.34,30,2,Promise To Pay,Partial,3991.6
LN29313,AGT116,2026-03-01,10542.4,0,0,No Answer,Paid,10542.4
LN29314,AGT102,2026-03-01,8966.6,0,0,No Answer,Paid,8966.6
LN29315,AGT128,2026-03-01,19179.78,90,4,Responsive,Paid,19179.78
LN29316,AGT132,2026-03-01,28824.55,90,4,No Answer,Unpaid,0.0
LN29317,AGT125,2026-03-01,24674.69,0,0,No Answer,Paid,24674.69
LN29318,AGT112,2026-03-01,21790.67,60,3,Promise To Pay,Partial,6537.2
LN29319,AGT151,2026-03-01,7541.04,0,0,Promise To Pay,Paid,7541.04
LN29320,AGT121,2026-03-01,20325.95,30,2,Promise To Pay,Partial,6097.78
LN29321,AGT104,2026-03-01,11736.16,30,2,Responsive,Paid,11736.16
LN29322,AGT161,2026-03-01,26113.51,60,3,No Answer,Unpaid,0.0
LN29323,AGT170,2026-03-01,24387.8,30,2,No Answer,Unpaid,0.0
LN29324,AGT101,2026-03-01,15528.82,60,3,Promise To Pay,Partial,4658.65
LN29325,AGT137,2026-03-01,15014.71,30,2,Responsive,Paid,15014.71
LN29326,AGT163,2026-03-01,3378.41,15,1,No Answer,Unpaid,0.0
LN29327,AGT101,2026-03-01,25278.87,30,2,Promise To Pay,Partial,7583.66
LN29328,AGT129,2026-03-01,30949.54,60,3,Promise To Pay,Partial,9284.86
LN29329,AGT151,2026-03-01,83827.65,60,3,Responsive,Paid,83827.65
LN29330,AGT102,2026-03-01,2831.3,0,0,Promise To Pay,Paid,2831.3
LN29331,AGT168,2026-03-01,11794.29,30,2,Responsive,Paid,11794.29
LN29332,AGT165,2026-03-01,3705.69,0,0,Promise To Pay,Paid,3705.69
LN29333,AGT163,2026-03-01,65771.62,30,2,Responsive,Partial,32885.81
LN29334,AGT138,2026-03-01,7518.95,0,0,No Answer,Paid,7518.95
LN29335,AGT150,2026-03-01,19624.81,30,2,Promise To Pay,Partial,5887.44
LN29336,AGT118,2026-03-01,36672.98,15,1,Promise To Pay,Partial,11001.89
LN29337,AGT160,2026-03-01,7478.32,15,1,No Answer,Unpaid,0.0
LN29338,AGT158,2026-03-01,24671.23,90,4,No Answer,Unpaid,0.0
LN29339,AGT159,2026-03-01,25027.05,30,2,Promise To Pay,Partial,7508.11
LN29340,AGT166,2026-03-01,3393.52,15,1,Promise To Pay,Partial,1018.06
LN29341,AGT100,2026-03-01,13907.28,15,1,Responsive,Partial,6953.64
LN29342,AGT130,2026-03-01,19299.95,30,2,Responsive,Partial,9649.98
LN29343,AGT120,2026-03-01,19704.61,90,4,Promise To Pay,Partial,5911.38
LN29344,AGT131,2026-03-01,26309.87,90,4,Promise To Pay,Partial,7892.96
LN29345,AGT117,2026-03-01,9928.43,15,1,No Answer,Unpaid,0.0
LN29346,AGT164,2026-03-01,8755.82,0,0,Promise To Pay,Paid,8755.82
LN29347,AGT134,2026-03-01,5599.18,60,3,Promise To Pay,Partial,1679.75
LN29348,AGT100,2026-03-01,8270.68,90,4,Promise To Pay,Partial,2481.2
LN29349,AGT104,2026-03-01,14267.57,0,0,Promise To Pay,Paid,14267.57
LN29350,AGT114,2026-03-01,3918.19,0,0,Promise To Pay,Paid,3918.19
LN29351,AGT158,2026-03-01,10945.07,30,2,Promise To Pay,Partial,3283.52
LN29352,AGT157,2026-03-01,9844.74,15,1,Promise To Pay,Partial,2953.42
LN29353,AGT170,2026-03-01,12827.58,0,0,Responsive,Paid,12827.58
LN29354,AGT165,2026-03-01,15797.34,0,0,Promise To Pay,Paid,15797.34
LN29355,AGT104,2026-03-01,7070.74,15,1,Promise To Pay,Partial,2121.22
LN29356,AGT149,2026-03-01,4516.56,0,0,Responsive,Paid,4516.56
LN29357,AGT145,2026-03-01,11713.28,30,2,No Answer,Unpaid,0.0
LN29358,AGT102,2026-03-01,13076.63,15,1,No Answer,Unpaid,0.0
LN29359,AGT119,2026-03-01,3209.4,15,1,Promise To Pay,Partial,962.82
LN29360,AGT124,2026-03-01,53428.29,90,4,Promise To Pay,Partial,16028.49
LN29361,AGT126,2026-03-01,7202.84,15,1,No Answer,Unpaid,0.0
LN29362,AGT170,2026-03-01,10987.23,15,1,No Answer,Unpaid,0.0
LN29363,AGT116,2026-03-01,2515.83,0,0,Responsive,Paid,2515.83
LN29364,AGT158,2026-03-01,7986.02,15,1,Responsive,Partial,3993.01
LN29365,AGT122,2026-03-01,6023.42,30,2,Promise To Pay,Partial,1807.03
LN29366,AGT135,2026-03-01,32471.3,30,2,Promise To Pay,Partial,9741.39
LN29367,AGT102,2026-03-01,34992.11,30,2,No Answer,Unpaid,0.0
LN29368,AGT112,2026-03-01,12672.83,0,0,No Answer,Paid,12672.83
LN29369,AGT143,2026-03-01,7095.83,0,0,No Answer,Paid,7095.83
LN29370,AGT159,2026-03-01,32872.89,30,2,No Answer,Unpaid,0.0
LN29371,AGT113,2026-03-01,10735.19,0,0,No Answer,Paid,10735.19
LN29372,AGT142,2026-03-01,9603.53,0,0,Promise To Pay,Paid,9603.53
LN29373,AGT128,2026-03-01,4991.26,15,1,Promise To Pay,Partial,1497.38
LN29374,AGT114,2026-03-01,19224.62,30,2,Promise To Pay,Partial,5767.39
LN29375,AGT115,2026-03-01,19845.62,15,1,Responsive,Partial,9922.81
LN29376,AGT123,2026-03-01,6443.15,0,0,Promise To Pay,Paid,6443.15
LN29377,AGT112,2026-03-01,23798.17,30,2,No Answer,Unpaid,0.0
LN29378,AGT164,2026-03-01,18698.98,0,0,No Answer,Paid,18698.98
LN29379,AGT132,2026-03-01,9373.98,0,0,Responsive,Paid,9373.98
LN29380,AGT149,2026-03-01,52345.34,90,4,No Answer,Unpaid,0.0
LN29381,AGT121,2026-03-01,3807.21,0,0,Responsive,Paid,3807.21
LN29382,AGT128,2026-03-01,17792.11,0,0,Responsive,Paid,17792.11
LN29383,AGT119,2026-03-01,14388.88,15,1,No Answer,Unpaid,0.0
LN29384,AGT160,2026-03-01,6599.63,15,1,Responsive,Paid,6599.63
LN29385,AGT132,2026-03-01,7159.31,30,2,Responsive,Paid,7159.31
LN29386,AGT160,2026-03-01,20761.81,60,3,No Answer,Unpaid,0.0
LN29387,AGT156,2026-03-01,4614.97,30,2,Responsive,Paid,4614.97
LN29388,AGT172,2026-03-01,13168.13,30,2,Promise To Pay,Partial,3950.44
LN29389,AGT141,2026-03-01,35567.13,0,0,Responsive,Paid,35567.13
LN29390,AGT163,2026-03-01,11689.32,30,2,Responsive,Partial,5844.66
LN29391,AGT170,2026-03-01,13592.35,0,0,Responsive,Paid,13592.35
LN29392,AGT121,2026-03-01,23164.86,60,3,Promise To Pay,Partial,6949.46
LN29393,AGT151,2026-03-01,14313.06,30,2,Promise To Pay,Partial,4293.92
LN29394,AGT143,2026-03-01,9904.28,0,0,No Answer,Paid,9904.28
LN29395,AGT121,2026-03-01,15471.97,30,2,Promise To Pay,Partial,4641.59
LN29396,AGT152,2026-03-01,28434.54,0,0,Promise To Pay,Paid,28434.54
LN29397,AGT173,2026-03-01,4244.84,15,1,No Answer,Unpaid,0.0
LN29398,AGT156,2026-03-01,68258.16,90,4,No Answer,Unpaid,0.0
LN29399,AGT141,2026-03-01,6836.33,15,1,Responsive,Paid,6836.33
LN29400,AGT157,2026-03-01,17833.37,0,0,Responsive,Paid,17833.37
LN29401,AGT170,2026-03-01,10304.12,0,0,Promise To Pay,Paid,10304.12
LN29402,AGT152,2026-03-01,10700.83,0,0,Promise To Pay,Paid,10700.83
LN29403,AGT163,2026-03-01,14700.63,0,0,Responsive,Paid,14700.63
LN29404,AGT125,2026-03-01,14787.89,0,0,No Answer,Paid,14787.89
LN29405,AGT117,2026-03-01,13488.76,0,0,Promise To Pay,Paid,13488.76
LN29406,AGT133,2026-03-01,15569.58,0,0,No Answer,Paid,15569.58
LN29407,AGT157,2026-03-01,22157.19,15,1,Responsive,Paid,22157.19
LN29408,AGT132,2026-03-01,62850.25,90,4,No Answer,Unpaid,0.0
LN29409,AGT140,2026-03-01,8203.63,90,4,Responsive,Partial,4101.81
LN29410,AGT103,2026-03-01,8323.0,15,1,Responsive,Paid,8323.0
LN29411,AGT101,2026-03-01,15093.48,0,0,No Answer,Paid,15093.48
LN29412,AGT109,2026-03-01,6179.8,30,2,Promise To Pay,Partial,1853.94
LN29413,AGT161,2026-03-01,3237.1,0,0,Promise To Pay,Paid,3237.1
LN29414,AGT137,2026-03-01,1362.66,0,0,Promise To Pay,Paid,1362.66
LN29415,AGT129,2026-03-01,52612.26,15,1,Promise To Pay,Partial,15783.68
LN29416,AGT163,2026-03-01,29281.07,0,0,No Answer,Paid,29281.07
LN29417,AGT127,2026-03-01,3311.29,30,2,No Answer,Unpaid,0.0
LN29418,AGT148,2026-03-01,24349.16,60,3,Promise To Pay,Partial,7304.75
LN29419,AGT140,2026-03-01,15158.34,30,2,Promise To Pay,Partial,4547.5
LN29420,AGT167,2026-03-01,8639.79,0,0,Responsive,Paid,8639.79
LN29421,AGT101,2026-03-01,10431.41,15,1,Promise To Pay,Partial,3129.42
LN29422,AGT148,2026-03-01,39795.34,0,0,Responsive,Paid,39795.34
LN29423,AGT111,2026-03-01,7685.79,15,1,Responsive,Paid,7685.79
LN29424,AGT155,2026-03-01,12675.6,15,1,No Answer,Unpaid,0.0
LN29425,AGT143,2026-03-01,1870.06,0,0,Promise To Pay,Paid,1870.06
LN29426,AGT116,2026-03-01,20140.68,0,0,Promise To Pay,Paid,20140.68
LN29427,AGT135,2026-03-01,18094.91,0,0,Responsive,Paid,18094.91
LN29428,AGT135,2026-03-01,4537.54,0,0,No Answer,Paid,4537.54
LN29429,AGT131,2026-03-01,6659.66,0,0,Promise To Pay,Paid,6659.66
LN29430,AGT145,2026-03-01,14164.26,0,0,Responsive,Paid,14164.26
LN29431,AGT158,2026-03-01,24809.9,90,4,Promise To Pay,Partial,7442.97
LN29432,AGT121,2026-03-01,13491.24,15,1,Promise To Pay,Partial,4047.37
LN29433,AGT145,2026-03-01,18817.34,0,0,No Answer,Paid,18817.34
LN29434,AGT146,2026-03-01,24670.57,30,2,Promise To Pay,Partial,7401.17
LN29435,AGT138,2026-03-01,6825.94,0,0,No Answer,Paid,6825.94
LN29436,AGT120,2026-03-01,25743.99,90,4,No Answer,Unpaid,0.0
LN29437,AGT129,2026-03-01,19516.37,0,0,Responsive,Paid,19516.37
LN29438,AGT128,2026-03-01,4385.85,0,0,Promise To Pay,Paid,4385.85
LN29439,AGT118,2026-03-01,19848.59,90,4,No Answer,Unpaid,0.0
LN29440,AGT153,2026-03-01,57484.19,90,4,Promise To Pay,Partial,17245.26
LN29441,AGT149,2026-03-01,8685.89,0,0,Promise To Pay,Paid,8685.89
LN29442,AGT113,2026-03-01,4436.22,0,0,Responsive,Paid,4436.22
LN29443,AGT146,2026-03-01,25489.49,30,2,No Answer,Unpaid,0.0
LN29444,AGT164,2026-03-01,14313.07,60,3,Responsive,Partial,7156.53
LN29445,AGT142,2026-03-01,3749.74,15,1,Responsive,Partial,1874.87
LN29446,AGT171,2026-03-01,20082.87,15,1,Responsive,Paid,20082.87
LN29447,AGT172,2026-03-01,1177.0,15,1,Promise To Pay,Partial,353.1
LN29448,AGT168,2026-03-01,23365.96,60,3,No Answer,Unpaid,0.0
LN29449,AGT116,2026-03-01,5508.57,30,2,Responsive,Partial,2754.28
LN29450,AGT133,2026-03-01,20126.79,30,2,Responsive,Paid,20126.79
LN29451,AGT147,2026-03-01,76871.57,60,3,No Answer,Unpaid,0.0
LN29452,AGT159,2026-03-01,14823.74,0,0,Promise To Pay,Paid,14823.74
LN29453,AGT108,2026-03-01,10443.74,15,1,Responsive,Paid,10443.74
LN29454,AGT168,2026-03-01,2528.15,0,0,Responsive,Paid,2528.15
LN29455,AGT143,2026-03-01,17502.91,30,2,Promise To Pay,Partial,5250.87
LN29456,AGT145,2026-03-01,3379.18,15,1,No Answer,Unpaid,0.0
LN29457,AGT165,2026-03-01,4236.61,90,4,Responsive,Paid,4236.61
LN29458,AGT137,2026-03-01,23589.41,30,2,Responsive,Paid,23589.41
LN29459,AGT129,2026-03-01,15526.74,60,3,Responsive,Partial,7763.37
LN29460,AGT155,2026-03-01,4627.0,0,0,Responsive,Paid,4627.0
LN29461,AGT172,2026-03-01,3459.38,15,1,No Answer,Unpaid,0.0
LN29462,AGT122,2026-03-01,6319.69,0,0,No Answer,Paid,6319.69
LN29463,AGT150,2026-03-01,34418.85,15,1,No Answer,Unpaid,0.0
LN29464,AGT144,2026-03-01,12950.94,0,0,No Answer,Paid,12950.94
LN29465,AGT115,2026-03-01,20644.92,15,1,Responsive,Partial,10322.46
LN29466,AGT104,2026-03-01,20579.85,90,4,Promise To Pay,Partial,6173.95
LN29467,AGT158,2026-03-01,22716.56,0,0,Promise To Pay,Paid,22716.56
LN29468,AGT150,2026-03-01,20358.5,60,3,No Answer,Unpaid,0.0
LN29469,AGT122,2026-03-01,10326.38,15,1,Responsive,Partial,5163.19
LN29470,AGT113,2026-03-01,7190.4,15,1,Responsive,Partial,3595.2
LN29471,AGT108,2026-03-01,3729.66,0,0,No Answer,Paid,3729.66
LN29472,AGT154,2026-03-01,10197.63,0,0,Promise To Pay,Paid,10197.63
LN29473,AGT155,2026-03-01,2014.4,0,0,Promise To Pay,Paid,2014.4
LN29474,AGT121,2026-03-01,9070.4,15,1,Promise To Pay,Partial,2721.12
LN29475,AGT159,2026-03-01,52864.74,90,4,Responsive,Paid,52864.74
LN29476,AGT102,2026-03-01,5879.69,15,1,No Answer,Unpaid,0.0
LN29477,AGT137,2026-03-01,5639.25,0,0,Promise To Pay,Paid,5639.25
LN29478,AGT152,2026-03-01,14658.24,0,0,Responsive,Paid,14658.24
LN29479,AGT103,2026-03-01,4774.12,15,1,No Answer,Unpaid,0.0
LN29480,AGT141,2026-03-01,4652.5,0,0,Promise To Pay,Paid,4652.5
LN29481,AGT102,2026-03-01,10510.53,15,1,No Answer,Unpaid,0.0
LN29482,AGT153,2026-03-01,20358.94,0,0,Promise To Pay,Paid,20358.94
LN29483,AGT137,2026-03-01,7502.28,0,0,Promise To Pay,Paid,7502.28
LN29484,AGT112,2026-03-01,3262.71,15,1,Responsive,Paid,3262.71
LN29485,AGT116,2026-03-01,12695.09,0,0,Responsive,Paid,12695.09
LN29486,AGT117,2026-03-01,6031.23,0,0,Responsive,Paid,6031.23
LN29487,AGT140,2026-03-01,25625.84,30,2,Responsive,Paid,25625.84
LN29488,AGT135,2026-03-01,23405.35,0,0,Responsive,Paid,23405.35
LN29489,AGT101,2026-03-01,28194.85,0,0,No Answer,Paid,28194.85
LN29490,AGT134,2026-03-01,11156.92,15,1,No Answer,Unpaid,0.0
LN29491,AGT155,2026-03-01,6322.97,15,1,Responsive,Partial,3161.49
LN29492,AGT113,2026-03-01,20772.49,90,4,Responsive,Partial,10386.25
LN29493,AGT145,2026-03-01,10960.79,0,0,Promise To Pay,Paid,10960.79
LN29494,AGT126,2026-03-01,10698.2,0,0,No Answer,Paid,10698.2
LN29495,AGT124,2026-03-01,17454.11,0,0,Promise To Pay,Paid,17454.11
LN29496,AGT147,2026-03-01,1428.06,0,0,Responsive,Paid,1428.06
LN29497,AGT139,2026-03-01,20998.31,30,2,Responsive,Partial,10499.16
LN29498,AGT112,2026-03-01,31692.12,30,2,Promise To Pay,Partial,9507.64
LN29499,AGT146,2026-03-01,74450.05,30,2,Responsive,Paid,74450.05
LN29500,AGT118,2026-03-01,14354.89,90,4,Responsive,Paid,14354.89
LN29501,AGT101,2026-03-01,121843.89,90,4,Responsive,Partial,60921.94
LN29502,AGT100,2026-03-01,24069.26,90,4,Promise To Pay,Partial,7220.78
LN29503,AGT102,2026-03-01,25394.06,15,1,Responsive,Partial,12697.03
LN29504,AGT156,2026-03-01,7693.03,15,1,Responsive,Paid,7693.03
LN29505,AGT145,2026-03-01,13851.95,0,0,Promise To Pay,Paid,13851.95
LN29506,AGT159,2026-03-01,17450.79,60,3,No Answer,Unpaid,0.0
LN29507,AGT141,2026-03-01,15138.12,0,0,Promise To Pay,Paid,15138.12
LN29508,AGT106,2026-03-01,12989.62,0,0,Responsive,Paid,12989.62
LN29509,AGT174,2026-03-01,40038.74,90,4,No Answer,Unpaid,0.0
LN29510,AGT101,2026-03-01,10820.32,30,2,Promise To Pay,Partial,3246.1
LN29511,AGT141,2026-03-01,16436.49,0,0,Promise To Pay,Paid,16436.49
LN29512,AGT147,2026-03-01,41431.36,60,3,Promise To Pay,Partial,12429.41
LN29513,AGT142,2026-03-01,26143.95,60,3,Promise To Pay,Partial,7843.18
LN29514,AGT145,2026-03-01,1786.14,0,0,No Answer,Paid,1786.14
LN29515,AGT133,2026-03-01,130201.6,90,4,Responsive,Partial,65100.8
LN29516,AGT160,2026-03-01,16206.34,30,2,Responsive,Paid,16206.34
LN29517,AGT171,2026-03-01,6382.4,15,1,Responsive,Partial,3191.2
LN29518,AGT139,2026-03-01,74184.78,60,3,Promise To Pay,Partial,22255.43
LN29519,AGT164,2026-03-01,13246.03,0,0,Responsive,Paid,13246.03
LN29520,AGT168,2026-03-01,14956.14,15,1,Promise To Pay,Partial,4486.84
LN29521,AGT121,2026-03-01,10314.2,30,2,Responsive,Partial,5157.1
LN29522,AGT141,2026-03-01,10952.88,0,0,Responsive,Paid,10952.88
LN29523,AGT151,2026-03-01,13193.91,0,0,Responsive,Paid,13193.91
LN29524,AGT170,2026-03-01,10844.02,15,1,Responsive,Paid,10844.02
LN29525,AGT153,2026-03-01,14332.72,0,0,No Answer,Paid,14332.72
LN29526,AGT113,2026-03-01,10311.04,15,1,No Answer,Unpaid,0.0
LN29527,AGT124,2026-03-01,29931.64,60,3,Responsive,Paid,29931.64
LN29528,AGT109,2026-03-01,2218.37,30,2,Promise To Pay,Partial,665.51
LN29529,AGT134,2026-03-01,8897.46,0,0,Promise To Pay,Paid,8897.46
LN29530,AGT138,2026-03-01,6822.65,0,0,Responsive,Paid,6822.65
LN29531,AGT116,2026-03-01,12518.95,0,0,No Answer,Paid,12518.95
LN29532,AGT145,2026-03-01,44726.11,0,0,Promise To Pay,Paid,44726.11
LN29533,AGT134,2026-03-01,32563.26,15,1,Promise To Pay,Partial,9768.98
LN29534,AGT106,2026-03-01,8562.27,0,0,Promise To Pay,Paid,8562.27
LN29535,AGT112,2026-03-01,2256.58,0,0,Responsive,Paid,2256.58
LN29536,AGT123,2026-03-01,13718.52,0,0,No Answer,Paid,13718.52
LN29537,AGT136,2026-03-01,10865.46,90,4,Promise To Pay,Partial,3259.64
